WeatherID,Timestamp,LocationID,Temperature,Humidity,WeatherCondition,WindSpeed
115,2022-01-05 18:00:00,2,38.63051680728726,70.77370186031531,Windy,13.59266364790287
116,2022-01-05 19:00:00,4,40.12557041397202,33.2763916236628,Sunny,18.91849288064173
117,2022-01-05 20:00:00,1,10.243324568591675,90.55422066437151,Cloudy,5.916481949930721
118,2022-01-05 21:00:00,2,27.8761555902148,54.19917503364921,Stormy,0.02224188392374815
119,2022-01-05 22:00:00,4,24.609385110207263,32.97867246259835,Stormy,5.439091187963974
120,2022-01-05 23:00:00,1,17.77377336647556,21.00860159806072,Cloudy,4.35782759253488
121,2022-01-06 00:00:00,4,14.195287856678899,64.7804546910706,Windy,13.236691702279963
122,2022-01-06 01:00:00,3,21.81653099912698,62.19196976981411,Stormy,12.674231995310581
123,2022-01-06 02:00:00,4,43.00183963693817,77.54828978953269,Rainy,11.869227654094477
124,2022-01-06 03:00:00,3,21.312102620726435,91.22064424142417,Stormy,0.324868864189074
125,2022-01-06 04:00:00,4,28.157671761017813,26.352526771442363,Sunny,14.57556108901295
126,2022-01-06 05:00:00,6,34.60566356133123,78.51971922722899,Sunny,6.47060824970983
127,2022-01-06 06:00:00,6,22.727036083275287,34.99295552780658,Cloudy,13.301119780132622
128,2022-01-06 07:00:00,5,44.012372895233625,88.65416425257311,Windy,11.131568570043067
129,2022-01-06 08:00:00,6,43.68565532297389,85.52508110893248,Windy,6.8546185085581435
130,2022-01-06 09:00:00,6,18.812380353887747,63.26350039884355,Stormy,2.691525342082155
131,2022-01-06 10:00:00,4,27.40369770623349,76.81942388986492,Windy,1.888377953209619
132,2022-01-06 11:00:00,2,20.53074084358694,45.14800905469987,Windy,16.63036666224447
133,2022-01-06 12:00:00,2,19.969417303211365,57.69343191462517,Stormy,18.36795084163116
134,2022-01-06 13:00:00,3,11.291043157408648,85.73095181683773,Sunny,12.995760935285992
135,2022-01-06 14:00:00,2,31.33475168929639,56.741215773857114,Rainy,2.0686822972096675
136,2022-01-06 15:00:00,1,27.59376581301015,48.623861226035345,Cloudy,8.040544337764814
137,2022-01-06 16:00:00,5,11.801756293749627,59.53699578002399,Sunny,14.578784002103145
138,2022-01-06 17:00:00,6,19.752626248281402,86.25994019497747,Windy,15.596417680201363
139,2022-01-06 18:00:00,5,41.78930600883288,46.81664378966982,Windy,2.364372445821772
140,2022-01-06 19:00:00,1,18.384666173344037,33.900927450859506,Stormy,0.0006143769076483174
141,2022-01-06 20:00:00,6,15.071320523192808,76.96112162646246,Cloudy,14.2427409176121
142,2022-01-06 21:00:00,3,27.130846609714705,86.07825701664655,Rainy,7.131923519724113
143,2022-01-06 22:00:00,1,44.497765893871026,28.050998281882666,Stormy,5.089626632365205
144,2022-01-06 23:00:00,1,18.471934502902513,39.189929020475574,Stormy,0.2579493957905088
145,2022-01-07 00:00:00,5,33.52474415920575,31.357759180879512,Rainy,10.805988135229994
146,2022-01-07 01:00:00,4,36.65668653650512,47.83531292657333,Rainy,17.023014708519636
147,2022-01-07 02:00:00,5,18.317314039733986,56.02807831243301,Windy,19.15263292545176
148,2022-01-07 03:00:00,5,35.487572201415084,79.90610695706451,Stormy,11.314899012265784
149,2022-01-07 04:00:00,2,22.87240964517386,72.09180679053392,Sunny,10.289226554797883
150,2022-01-07 05:00:00,1,32.13070407077528,69.67428539827449,Sunny,1.701127709784822
151,2022-01-07 06:00:00,5,32.17353987663131,48.18999572877235,Stormy,10.977456030851995
152,2022-01-07 07:00:00,1,28.752113942616546,87.3158042467808,Rainy,7.599581579307893
153,2022-01-07 08:00:00,2,13.16014195190429,57.70297339185316,Cloudy,12.142705617671538
154,2022-01-07 09:00:00,1,39.23558734562333,98.32839504121236,Rainy,7.774526957530934
155,2022-01-07 10:00:00,5,21.227302274010754,70.73137106365894,Rainy,4.8059824690073345
156,2022-01-07 11:00:00,1,16.5281478639949,30.101179325160217,Cloudy,1.89930550456753
157,2022-01-07 12:00:00,6,11.427129954416737,74.09420496603472,Rainy,6.298368891777915
158,2022-01-07 13:00:00,2,30.681253011588463,46.00832123453592,Cloudy,1.9328966857550456
159,2022-01-07 14:00:00,4,33.71475266447989,74.9061757348878,Stormy,3.5379390164796787
160,2022-01-07 15:00:00,1,10.580574012474965,25.57129185299246,Cloudy,19.74672317159092
161,2022-01-07 16:00:00,5,27.923257040474834,33.99051497407675,Sunny,8.882071138132373
162,2022-01-07 17:00:00,2,17.92735213192783,88.4589807124629,Cloudy,10.637435330100331
163,2022-01-07 18:00:00,5,32.58104766433075,38.17436456188119,Rainy,17.472370574744307
164,2022-01-07 19:00:00,5,16.1028250151747,86.9632900194352,Stormy,19.911378009813756
165,2022-01-07 20:00:00,1,34.182820833586305,42.34208707635283,Cloudy,11.654288986893631
166,2022-01-07 21:00:00,5,23.53573712051881,71.43055280469662,Rainy,16.249476420883433
167,2022-01-07 22:00:00,1,42.78554960578571,75.53204588078648,Cloudy,6.538820486733505
168,2022-01-07 23:00:00,4,14.813233045109763,61.012380251604235,Stormy,6.114879148945822
169,2022-01-08 00:00:00,6,21.93732228675905,44.4248541357385,Stormy,8.054074419891204
170,2022-01-08 01:00:00,5,13.971573243420618,37.01155010968769,Sunny,13.450145253472982
171,2022-01-08 02:00:00,5,42.3642766397497,22.655148364994098,Stormy,13.643833785101975
172,2022-01-08 03:00:00,5,40.70687736833433,44.31571209925791,Rainy,6.304788692989016
173,2022-01-08 04:00:00,3,19.027956970030445,72.25302324250265,Stormy,2.6641984827325738
174,2022-01-08 05:00:00,3,33.09944161119627,95.06438547587861,Stormy,12.64792512931017
175,2022-01-08 06:00:00,2,38.602777007042555,89.69635858104417,Rainy,2.5665172437752903
176,2022-01-08 07:00:00,6,29.432028405981182,81.28518212282421,Rainy,11.569850164586601
177,2022-01-08 08:00:00,6,28.537770242460226,83.0757874602639,Stormy,13.86844256112618
178,2022-01-08 09:00:00,3,18.464830181515808,73.19879227807962,Stormy,14.012229927889033
179,2022-01-08 10:00:00,2,13.258596873206471,40.82294860528024,Cloudy,15.069442213191934
180,2022-01-08 11:00:00,3,41.40255152836644,92.57560245646638,Stormy,17.45718843131329
181,2022-01-08 12:00:00,4,41.51463200071657,73.65858495246673,Sunny,9.999179839295769
182,2022-01-08 13:00:00,2,32.15855100456437,64.8352504784352,Sunny,14.604983790591424
183,2022-01-08 14:00:00,6,21.866042686704525,28.879157537078484,Sunny,12.383454707316734
184,2022-01-08 15:00:00,6,22.22233511144313,55.764443504514034,Sunny,3.7327987959536513
185,2022-01-08 16:00:00,3,35.40844876045838,56.8286616961541,Stormy,0.5137928973881634
186,2022-01-08 17:00:00,4,41.398859098340196,89.16508876181359,Cloudy,5.690827713538676
187,2022-01-08 18:00:00,3,41.0480248492791,63.731857615023074,Rainy,8.860674126752388
188,2022-01-08 19:00:00,1,37.295644105016834,50.43204391763277,Stormy,12.342118888573125
189,2022-01-08 20:00:00,1,32.47110761540007,98.14402628085274,Windy,16.999186610064108
190,2022-01-08 21:00:00,4,12.94489877482671,28.857647466105256,Stormy,3.924914334123313
191,2022-01-08 22:00:00,5,15.657004993311482,53.80387426495557,Sunny,2.510995797969542
192,2022-01-08 23:00:00,5,41.44939659844778,23.361974013712423,Windy,19.26959894948655
193,2022-01-09 00:00:00,1,31.225017088085647,79.19232966135442,Stormy,2.1608911875281422
194,2022-01-09 01:00:00,1,10.321896806582037,93.44612417593206,Cloudy,9.569821402143784
195,2022-01-09 02:00:00,5,13.551504000311123,42.40298636403915,Cloudy,11.711274575866037
196,2022-01-09 03:00:00,2,33.22256191878195,88.66733414392966,Windy,10.827488418148764
197,2022-01-09 04:00:00,5,10.177155434617655,43.37745843695182,Rainy,1.720643140658864
198,2022-01-09 05:00:00,3,15.628281799612452,92.86161293151322,Windy,1.1405382800723873
199,2022-01-09 06:00:00,2,29.205682627830516,80.31695228774271,Cloudy,2.1096685492207135
200,2022-01-09 07:00:00,3,34.21633191924427,84.39254214731508,Windy,11.71175367745225
201,2022-01-09 08:00:00,1,32.81864408259102,21.44052444803636,Sunny,10.886897752686423
202,2022-01-09 09:00:00,2,17.849425831119593,97.02482856592208,Sunny,4.674815840734885
203,2022-01-09 10:00:00,3,34.92627274716375,78.13367936562585,Rainy,12.755482836911831
204,2022-01-09 11:00:00,3,18.303718062388,44.380087630890664,Windy,16.401350041112988
205,2022-01-09 12:00:00,2,21.38898943557437,86.35157318870776,Windy,0.8315791969318753
206,2022-01-09 13:00:00,4,36.12719917913084,42.521695873194396,Windy,9.962598870960848
207,2022-01-09 14:00:00,5,32.73715146665251,89.82030716529023,Windy,13.786208242053807
208,2022-01-09 15:00:00,6,39.722819367296225,29.00643123295496,Rainy,5.046238541393741
209,2022-01-09 16:00:00,3,33.01645123051202,76.29487819686366,Cloudy,6.1554181058629815
210,2022-01-09 17:00:00,5,29.890801116741507,63.25587813159282,Stormy,12.272758059787677
211,2022-01-09 18:00:00,6,13.278616873983236,27.722757615635267,Rainy,17.958705868874738
212,2022-01-09 19:00:00,5,22.870053107080174,39.35150626070712,Cloudy,16.198488406057987
213,2022-01-09 20:00:00,1,19.282082868860392,20.992322902185183,Cloudy,11.66260438199167
214,2022-01-09 21:00:00,6,18.539637518267924,57.50143723716047,Cloudy,14.604434355144985
215,2022-01-09 22:00:00,5,44.055369416335594,44.10122086080003,Windy,7.2964494041559735
216,2022-01-09 23:00:00,3,23.758420363336615,67.86859874382071,Rainy,12.819310561975154
217,2022-01-10 00:00:00,6,41.22162943119896,43.77902461668938,Cloudy,9.323631822551139
218,2022-01-10 01:00:00,1,32.0898519099042,43.993528920558774,Stormy,3.7987227291512182
219,2022-01-10 02:00:00,2,37.8183956239577,79.45545589852827,Stormy,14.034765477545143
220,2022-01-10 03:00:00,3,27.592298258681723,23.851426878268278,Sunny,11.12929274697644
221,2022-01-10 04:00:00,1,30.191635961922568,92.23159961535897,Cloudy,7.172431639071828
222,2022-01-10 05:00:00,1,27.238119283660236,88.18110995129452,Rainy,18.226783801572616
223,2022-01-10 06:00:00,6,16.83350457293156,73.42437465811253,Windy,0.41868235653466535
224,2022-01-10 07:00:00,5,35.28582403415268,67.45772560859075,Sunny,6.315463024989921
225,2022-01-10 08:00:00,2,19.827032685429952,91.38419985117218,Cloudy,1.1376279555529312
226,2022-01-10 09:00:00,3,10.851058825100884,34.82641436229716,Windy,15.330546324432543
227,2022-01-10 10:00:00,3,32.59153035675087,26.31753297526629,Rainy,14.042149082275852
228,2022-01-10 11:00:00,5,16.198873779246714,39.16081359276305,Rainy,6.62704437472634
229,2022-01-10 12:00:00,2,42.916050452352,83.56626229601522,Sunny,13.51325804414146
230,2022-01-10 13:00:00,6,43.38750019509056,22.773621338118666,Sunny,7.918744523918997
231,2022-01-10 14:00:00,3,42.0202536577157,66.62454680667918,Cloudy,15.125075828448686
232,2022-01-10 15:00:00,2,22.95555450894055,99.63500129530479,Windy,9.083673254734121
233,2022-01-10 16:00:00,6,10.54098157851036,88.45568750700315,Stormy,8.24559455663331
234,2022-01-10 17:00:00,6,42.49114969057039,61.71565512348715,Windy,18.694598309766018
235,2022-01-10 18:00:00,3,24.986445191106,25.091272742931388,Rainy,5.017581997814005
236,2022-01-10 19:00:00,5,43.832918666528435,86.50988115085678,Rainy,2.4089467999313086
237,2022-01-10 20:00:00,4,43.726699198123846,67.91828065417684,Cloudy,11.690862265189164
238,2022-01-10 21:00:00,3,39.85533094135761,29.19463976476535,Stormy,19.386436245683576
239,2022-01-10 22:00:00,1,20.305711222435498,27.508582785868498,Cloudy,7.556784274543733
240,2022-01-10 23:00:00,1,23.478420501067383,92.7701455549274,Rainy,1.2407352725756304
241,2022-01-11 00:00:00,6,39.78978350308999,73.53602103504628,Rainy,6.7861053461913485
242,2022-01-11 01:00:00,4,21.09227018046972,86.34294394534044,Windy,10.118633086391169
243,2022-01-11 02:00:00,3,15.932246134013237,90.31831202258138,Stormy,3.238460132644274
244,2022-01-11 03:00:00,1,29.488044186042256,65.74178816386578,Windy,13.16204436112984
245,2022-01-11 04:00:00,1,42.765417095627335,61.3957081404033,Windy,19.95498778020401
246,2022-01-11 05:00:00,3,34.36104288362405,54.43419282567922,Cloudy,9.034789519628877
247,2022-01-11 06:00:00,2,29.952140953127774,45.355727023289546,Windy,7.094571134604253
248,2022-01-11 07:00:00,6,13.4011772819769,54.76767686869694,Sunny,8.014083336689332
249,2022-01-11 08:00:00,3,31.52525293447094,81.91037245841251,Sunny,2.3029235679040228
250,2022-01-11 09:00:00,2,44.65188475364921,68.15387448121052,Windy,17.665472028524476
251,2022-01-11 10:00:00,6,14.90294053327834,91.4018631963877,Stormy,8.296513110427039
252,2022-01-11 11:00:00,4,28.141537832730787,55.47040115033502,Windy,7.745488228496827
253,2022-01-11 12:00:00,5,40.70805751747844,68.56716629750032,Rainy,13.193805458609486
254,2022-01-11 13:00:00,6,35.92690162139716,70.5046042473591,Rainy,8.84066841862247
255,2022-01-11 14:00:00,4,34.395550934834375,67.33577298450604,Stormy,12.964669376156921
256,2022-01-11 15:00:00,5,34.58694293954882,76.2107018468413,Cloudy,1.2289258026157501
257,2022-01-11 16:00:00,1,22.58219029269143,38.9946774699845,Sunny,16.27446687444455
258,2022-01-11 17:00:00,1,20.275714549257266,60.98910220366325,Sunny,18.81007905758805
259,2022-01-11 18:00:00,1,38.327640441747974,28.337984224667814,Cloudy,12.975307723187719
260,2022-01-11 19:00:00,6,38.35396881377133,50.760906211585,Windy,19.091318577176214
261,2022-01-11 20:00:00,2,40.34753115030363,59.01336548970115,Stormy,3.028646287399266
262,2022-01-11 21:00:00,5,41.963419339476495,72.17794076363779,Windy,9.548323789607075
263,2022-01-11 22:00:00,1,27.896983960132822,96.04248420689628,Cloudy,12.036134678908946
264,2022-01-11 23:00:00,3,27.553070314051986,68.05208532386847,Stormy,11.634732948423734
265,2022-01-12 00:00:00,5,37.94033126383713,79.48751329412478,Sunny,8.029235581780865
266,2022-01-12 01:00:00,5,32.74873757722178,60.50128475961622,Sunny,6.761688187325228
267,2022-01-12 02:00:00,2,34.56884070401962,70.72832251010651,Windy,2.536480451008376
268,2022-01-12 03:00:00,4,37.85274343026354,25.674577290701876,Rainy,7.834849011245564
269,2022-01-12 04:00:00,2,41.15018696361482,40.35132646734776,Cloudy,3.2532163021097027
270,2022-01-12 05:00:00,1,21.829830489803754,48.948247456411096,Cloudy,14.687313529844367
271,2022-01-12 06:00:00,3,23.14540334239804,57.799468400521086,Windy,4.1766187098918
272,2022-01-12 07:00:00,3,13.289367894430415,23.6518996401907,Cloudy,1.171306105690677
273,2022-01-12 08:00:00,1,30.23980493486609,31.201927804265416,Sunny,11.047322756344686
274,2022-01-12 09:00:00,3,11.257979582885973,42.14514462330446,Windy,11.904594654388031
275,2022-01-12 10:00:00,2,26.295930634636104,97.72261527208406,Sunny,17.43826122561011
276,2022-01-12 11:00:00,6,28.992562214765183,46.50776056824406,Stormy,11.539632248353637
277,2022-01-12 12:00:00,2,20.028943824489954,58.5632846489666,Stormy,6.9096170744689145
278,2022-01-12 13:00:00,6,30.679164119915377,35.68781701907143,Rainy,16.06023763052641
279,2022-01-12 14:00:00,1,11.06750874786673,68.86240568606146,Cloudy,10.805577863748422
280,2022-01-12 15:00:00,3,11.307186606222505,42.45465724127794,Stormy,1.5856056926238349
281,2022-01-12 16:00:00,5,38.79101962308804,36.55940627507414,Cloudy,11.317011206264933
282,2022-01-12 17:00:00,4,22.606672449394203,61.32581027567832,Sunny,18.160370908433247
283,2022-01-12 18:00:00,5,14.447117942815968,20.440463932833666,Windy,7.926252509964411
284,2022-01-12 19:00:00,6,28.27851410191815,20.613122611938024,Stormy,5.926516037996001
285,2022-01-12 20:00:00,2,36.94977435845138,37.52550472814862,Windy,2.869389140360401
286,2022-01-12 21:00:00,2,17.55373596238951,22.93770900006569,Stormy,3.0289104387071464
287,2022-01-12 22:00:00,2,31.80116665366501,28.64206033045531,Cloudy,8.655429686836378
288,2022-01-12 23:00:00,2,12.98716127478188,47.10885194710013,Stormy,11.913596483230592
289,2022-01-13 00:00:00,4,11.80886024090127,84.20685436638503,Stormy,1.612308103392035
290,2022-01-13 01:00:00,1,28.59741210488518,65.76389146954406,Sunny,18.791371780503315
291,2022-01-13 02:00:00,2,28.922229256353727,61.01341807651331,Rainy,15.10267234890392
292,2022-01-13 03:00:00,6,32.31004655243723,43.47910585664973,Sunny,11.732478365673254
293,2022-01-13 04:00:00,3,35.413196680293154,94.54029755462531,Windy,16.568773418779816
294,2022-01-13 05:00:00,4,44.15482278118871,51.76120329897533,Cloudy,1.6037351362422658
295,2022-01-13 06:00:00,6,28.070512190541837,26.96742134366172,Cloudy,9.536777554662487
296,2022-01-13 07:00:00,6,21.303476552943607,69.3653212894241,Stormy,12.601862537233268
297,2022-01-13 08:00:00,2,37.831516816904625,29.107071478128113,Cloudy,16.573058122365786
298,2022-01-13 09:00:00,3,19.479128794172595,47.61785142413537,Rainy,15.669391200985354
299,2022-01-13 10:00:00,2,25.363999724697265,60.592955097424706,Rainy,5.541384994267993
300,2022-01-13 11:00:00,6,12.745973346979309,89.93780197481406,Stormy,18.817603391184086
301,2022-01-13 12:00:00,1,10.887276019541012,59.48372642720949,Stormy,2.486916828617407
