ConsumptionID,Timestamp,EnergyTypeID,LocationID,DeviceID,WeatherID,EnergyConsumed,Cost,PeakHourFlag,Season
107,2022-01-05 10:00:00,2,3,64,107,5.67,18.0,True,Monsoon
108,2022-01-05 11:00:00,3,5,49,108,13.61,53.45,True,Winter
109,2022-01-05 12:00:00,3,6,17,109,1.51,29.71,False,Monsoon
110,2022-01-05 13:00:00,4,1,56,110,2.72,63.26,False,Winter
111,2022-01-05 14:00:00,4,3,27,111,0.58,12.68,False,Monsoon
112,2022-01-05 15:00:00,1,5,77,112,19.99,65.84,False,Autumn
113,2022-01-05 16:00:00,1,4,28,113,16.14,29.05,False,Monsoon
114,2022-01-05 17:00:00,2,4,37,114,15.84,1.02,False,Winter
115,2022-01-05 18:00:00,3,5,94,115,10.44,13.57,True,Winter
116,2022-01-05 19:00:00,4,4,87,116,6.35,93.43,True,Winter
117,2022-01-05 20:00:00,4,2,25,117,3.45,86.87,True,Summer
118,2022-01-05 21:00:00,2,5,54,118,6.05,24.13,True,Summer
119,2022-01-05 22:00:00,4,2,24,119,7.83,78.06,True,Autumn
120,2022-01-05 23:00:00,3,5,53,120,15.25,61.25,True,Summer
121,2022-01-06 00:00:00,3,2,19,121,11.02,97.12,False,Summer
122,2022-01-06 01:00:00,2,4,4,122,2.01,37.99,False,Summer
123,2022-01-06 02:00:00,3,4,38,123,0.85,68.46,False,Monsoon
124,2022-01-06 03:00:00,1,1,34,124,2.5,7.29,False,Monsoon
125,2022-01-06 04:00:00,3,3,31,125,8.5,40.23,False,Winter
126,2022-01-06 05:00:00,1,2,80,126,18.7,96.42,False,Autumn
127,2022-01-06 06:00:00,4,6,58,127,12.93,54.36,True,Summer
128,2022-01-06 07:00:00,1,5,32,128,16.14,29.5,True,Winter
129,2022-01-06 08:00:00,2,4,48,129,9.59,12.91,True,Winter
130,2022-01-06 09:00:00,2,4,75,130,7.55,70.65,True,Winter
131,2022-01-06 10:00:00,2,5,88,131,2.61,64.84,True,Summer
132,2022-01-06 11:00:00,2,3,83,132,17.58,38.02,True,Winter
133,2022-01-06 12:00:00,2,5,59,133,15.77,95.14,False,Winter
134,2022-01-06 13:00:00,3,6,11,134,3.78,3.2,False,Summer
135,2022-01-06 14:00:00,4,2,2,135,10.49,31.07,False,Summer
136,2022-01-06 15:00:00,1,2,61,136,10.0,92.19,False,Winter
137,2022-01-06 16:00:00,1,6,18,137,12.69,32.77,False,Autumn
138,2022-01-06 17:00:00,4,6,42,138,18.95,25.97,False,Winter
139,2022-01-06 18:00:00,2,1,89,139,11.81,53.89,True,Autumn
140,2022-01-06 19:00:00,2,6,51,140,11.03,82.56,True,Autumn
141,2022-01-06 20:00:00,1,6,88,141,1.48,11.21,True,Winter
142,2022-01-06 21:00:00,2,5,28,142,1.73,94.36,True,Winter
143,2022-01-06 22:00:00,3,4,92,143,4.15,79.71,True,Monsoon
144,2022-01-06 23:00:00,3,1,50,144,1.13,18.94,True,Autumn
145,2022-01-07 00:00:00,3,5,91,145,15.0,71.49,False,Autumn
146,2022-01-07 01:00:00,4,5,55,146,14.6,39.11,False,Summer
147,2022-01-07 02:00:00,4,4,95,147,3.15,40.83,False,Summer
148,2022-01-07 03:00:00,3,3,77,148,16.8,78.55,False,Monsoon
149,2022-01-07 04:00:00,4,5,33,149,3.52,96.32,False,Autumn
150,2022-01-07 05:00:00,3,1,10,150,6.37,13.54,False,Winter
151,2022-01-07 06:00:00,2,4,13,151,5.36,42.64,True,Autumn
152,2022-01-07 07:00:00,4,2,72,152,7.76,48.61,True,Summer
153,2022-01-07 08:00:00,3,3,8,153,5.47,38.25,True,Winter
154,2022-01-07 09:00:00,4,4,7,154,10.03,36.96,True,Summer
155,2022-01-07 10:00:00,1,1,43,155,8.44,6.17,True,Summer
156,2022-01-07 11:00:00,1,5,31,156,19.74,68.87,True,Summer
157,2022-01-07 12:00:00,3,1,61,157,1.59,44.19,False,Summer
158,2022-01-07 13:00:00,3,6,46,158,3.27,20.28,False,Summer
159,2022-01-07 14:00:00,3,5,78,159,1.53,81.79,False,Autumn
160,2022-01-07 15:00:00,1,4,86,160,12.7,80.45,False,Autumn
161,2022-01-07 16:00:00,4,3,77,161,1.56,49.15,False,Monsoon
162,2022-01-07 17:00:00,1,4,91,162,16.81,30.55,False,Monsoon
163,2022-01-07 18:00:00,3,6,96,163,10.48,64.17,True,Winter
164,2022-01-07 19:00:00,3,6,6,164,10.78,29.53,True,Autumn
165,2022-01-07 20:00:00,3,1,1,165,11.45,24.36,True,Monsoon
166,2022-01-07 21:00:00,3,1,33,166,3.83,73.32,True,Monsoon
167,2022-01-07 22:00:00,3,2,65,167,4.35,4.99,True,Autumn
168,2022-01-07 23:00:00,3,2,80,168,6.72,10.38,True,Autumn
169,2022-01-08 00:00:00,2,5,49,169,12.07,1.67,False,Winter
170,2022-01-08 01:00:00,2,6,39,170,4.6,16.14,False,Autumn
171,2022-01-08 02:00:00,2,1,51,171,2.77,7.83,False,Autumn
172,2022-01-08 03:00:00,1,2,86,172,19.42,99.58,False,Autumn
173,2022-01-08 04:00:00,4,6,48,173,0.93,29.59,False,Summer
174,2022-01-08 05:00:00,3,2,17,174,16.15,15.78,False,Winter
175,2022-01-08 06:00:00,2,4,72,175,15.87,24.86,True,Monsoon
176,2022-01-08 07:00:00,1,5,6,176,6.3,93.68,True,Autumn
177,2022-01-08 08:00:00,4,3,75,177,3.14,52.5,True,Winter
178,2022-01-08 09:00:00,3,4,23,178,3.34,37.12,True,Autumn
179,2022-01-08 10:00:00,3,5,34,179,14.1,87.47,True,Winter
180,2022-01-08 11:00:00,4,5,22,180,13.03,40.1,True,Monsoon
181,2022-01-08 12:00:00,4,4,65,181,15.76,34.17,False,Winter
182,2022-01-08 13:00:00,4,2,64,182,18.78,21.52,False,Autumn
183,2022-01-08 14:00:00,1,2,44,183,13.99,38.4,False,Winter
184,2022-01-08 15:00:00,2,6,60,184,3.54,32.35,False,Monsoon
185,2022-01-08 16:00:00,3,3,17,185,5.25,68.05,False,Summer
186,2022-01-08 17:00:00,2,3,12,186,16.92,29.67,False,Autumn
187,2022-01-08 18:00:00,4,5,41,187,4.58,58.14,True,Autumn
188,2022-01-08 19:00:00,3,6,91,188,1.91,7.52,True,Monsoon
189,2022-01-08 20:00:00,3,3,68,189,14.21,19.94,True,Winter
190,2022-01-08 21:00:00,2,4,56,190,8.35,41.33,True,Summer
191,2022-01-08 22:00:00,2,6,19,191,18.44,93.76,True,Monsoon
192,2022-01-08 23:00:00,3,3,34,192,13.18,38.35,True,Summer
193,2022-01-09 00:00:00,1,1,15,193,2.26,66.74,False,Monsoon
194,2022-01-09 01:00:00,4,5,41,194,18.98,26.25,False,Autumn
195,2022-01-09 02:00:00,2,1,6,195,5.54,13.58,False,Winter
196,2022-01-09 03:00:00,3,5,17,196,7.08,6.8,False,Summer
197,2022-01-09 04:00:00,2,5,64,197,8.34,31.24,False,Summer
198,2022-01-09 05:00:00,3,4,36,198,1.5,16.61,False,Monsoon
199,2022-01-09 06:00:00,1,2,96,199,10.18,18.23,True,Monsoon
200,2022-01-09 07:00:00,2,3,47,200,2.9,76.32,True,Autumn
201,2022-01-09 08:00:00,3,1,56,201,8.32,2.57,True,Summer
202,2022-01-09 09:00:00,2,3,37,202,7.34,56.22,True,Monsoon
203,2022-01-09 10:00:00,3,5,34,203,15.57,38.57,True,Monsoon
204,2022-01-09 11:00:00,4,1,79,204,16.16,51.15,True,Autumn
205,2022-01-09 12:00:00,3,1,98,205,3.49,56.72,False,Winter
206,2022-01-09 13:00:00,3,6,34,206,7.65,32.02,False,Autumn
207,2022-01-09 14:00:00,3,5,67,207,7.78,30.22,False,Autumn
208,2022-01-09 15:00:00,3,3,41,208,3.45,73.61,False,Autumn
209,2022-01-09 16:00:00,4,1,56,209,16.07,87.26,False,Summer
210,2022-01-09 17:00:00,1,3,22,210,14.29,20.07,False,Monsoon
211,2022-01-09 18:00:00,4,1,41,211,4.21,10.66,True,Summer
212,2022-01-09 19:00:00,1,2,95,212,7.65,89.88,True,Monsoon
213,2022-01-09 20:00:00,1,4,63,213,2.56,35.64,True,Monsoon
214,2022-01-09 21:00:00,4,6,98,214,12.75,55.58,True,Autumn
215,2022-01-09 22:00:00,2,5,20,215,2.87,36.59,True,Winter
216,2022-01-09 23:00:00,1,4,72,216,19.73,13.45,True,Winter
217,2022-01-10 00:00:00,4,6,85,217,15.72,59.34,False,Winter
218,2022-01-10 01:00:00,3,3,82,218,8.11,52.99,False,Summer
219,2022-01-10 02:00:00,4,6,57,219,11.78,21.1,False,Summer
220,2022-01-10 03:00:00,1,4,7,220,18.27,45.74,False,Winter
221,2022-01-10 04:00:00,2,4,25,221,11.3,79.9,False,Winter
222,2022-01-10 05:00:00,2,4,20,222,3.9,59.45,False,Autumn
223,2022-01-10 06:00:00,2,4,7,223,7.88,10.59,True,Autumn
224,2022-01-10 07:00:00,3,5,30,224,16.94,55.25,True,Monsoon
225,2022-01-10 08:00:00,4,2,24,225,13.06,70.57,True,Summer
226,2022-01-10 09:00:00,4,6,5,226,13.19,79.48,True,Summer
227,2022-01-10 10:00:00,2,2,61,227,17.4,63.28,True,Winter
228,2022-01-10 11:00:00,3,4,34,228,17.93,16.11,True,Summer
229,2022-01-10 12:00:00,2,2,21,229,18.44,71.31,False,Autumn
230,2022-01-10 13:00:00,1,2,91,230,2.35,68.06,False,Autumn
231,2022-01-10 14:00:00,4,5,60,231,11.11,3.42,False,Winter
232,2022-01-10 15:00:00,3,4,56,232,14.94,41.76,False,Winter
233,2022-01-10 16:00:00,2,3,15,233,15.26,33.96,False,Monsoon
234,2022-01-10 17:00:00,3,4,64,234,12.33,67.27,False,Winter
235,2022-01-10 18:00:00,1,2,6,235,3.75,22.4,True,Winter
236,2022-01-10 19:00:00,1,3,57,236,16.05,59.5,True,Winter
237,2022-01-10 20:00:00,4,6,46,237,14.54,91.41,True,Autumn
238,2022-01-10 21:00:00,3,2,91,238,2.18,79.98,True,Monsoon
239,2022-01-10 22:00:00,2,2,72,239,9.54,92.22,True,Winter
240,2022-01-10 23:00:00,2,1,63,240,3.89,97.87,True,Summer
241,2022-01-11 00:00:00,2,1,59,241,7.08,2.06,False,Monsoon
242,2022-01-11 01:00:00,4,6,64,242,0.85,62.65,False,Winter
243,2022-01-11 02:00:00,1,1,15,243,8.31,41.87,False,Autumn
244,2022-01-11 03:00:00,2,2,93,244,11.22,86.13,False,Autumn
245,2022-01-11 04:00:00,4,6,19,245,12.58,25.93,False,Summer
246,2022-01-11 05:00:00,4,4,16,246,13.44,98.12,False,Summer
247,2022-01-11 06:00:00,4,6,45,247,16.81,61.76,True,Summer
248,2022-01-11 07:00:00,4,4,12,248,4.7,79.56,True,Monsoon
249,2022-01-11 08:00:00,4,2,27,249,2.85,9.47,True,Autumn
250,2022-01-11 09:00:00,4,1,37,250,17.1,19.16,True,Autumn
251,2022-01-11 10:00:00,1,2,24,251,3.55,76.08,True,Monsoon
252,2022-01-11 11:00:00,1,6,22,252,19.51,3.18,True,Summer
253,2022-01-11 12:00:00,2,4,96,253,16.93,81.87,False,Summer
254,2022-01-11 13:00:00,3,4,66,254,10.27,2.38,False,Summer
255,2022-01-11 14:00:00,1,6,35,255,19.64,66.05,False,Autumn
256,2022-01-11 15:00:00,3,5,73,256,2.4,37.14,False,Summer
257,2022-01-11 16:00:00,2,4,85,257,6.41,61.54,False,Winter
258,2022-01-11 17:00:00,1,5,75,258,12.95,69.91,False,Winter
259,2022-01-11 18:00:00,1,2,28,259,7.33,34.91,True,Winter
260,2022-01-11 19:00:00,2,4,75,260,18.6,11.69,True,Summer
261,2022-01-11 20:00:00,2,5,1,261,1.78,7.89,True,Winter
262,2022-01-11 21:00:00,3,4,68,262,11.21,59.3,True,Summer
263,2022-01-11 22:00:00,3,5,99,263,12.02,52.54,True,Winter
264,2022-01-11 23:00:00,2,4,74,264,13.23,74.48,True,Monsoon
265,2022-01-12 00:00:00,1,4,24,265,5.49,51.46,False,Autumn
266,2022-01-12 01:00:00,4,3,54,266,7.61,42.82,False,Winter
267,2022-01-12 02:00:00,3,2,10,267,16.95,40.41,False,Monsoon
268,2022-01-12 03:00:00,2,2,32,268,4.3,3.62,False,Summer
269,2022-01-12 04:00:00,1,4,99,269,16.62,34.22,False,Autumn
270,2022-01-12 05:00:00,1,5,64,270,11.47,97.63,False,Summer
271,2022-01-12 06:00:00,3,1,87,271,15.36,87.48,True,Summer
272,2022-01-12 07:00:00,3,5,13,272,14.42,33.61,True,Autumn
273,2022-01-12 08:00:00,4,4,43,273,4.55,59.19,True,Monsoon
274,2022-01-12 09:00:00,3,6,4,274,11.59,84.88,True,Monsoon
275,2022-01-12 10:00:00,4,2,37,275,17.42,44.69,True,Summer
276,2022-01-12 11:00:00,2,6,88,276,8.93,2.78,True,Winter
277,2022-01-12 12:00:00,3,5,88,277,19.35,8.38,False,Autumn
278,2022-01-12 13:00:00,4,3,16,278,9.32,51.53,False,Autumn
279,2022-01-12 14:00:00,3,4,51,279,3.28,96.97,False,Autumn
280,2022-01-12 15:00:00,2,5,48,280,8.09,69.63,False,Winter
281,2022-01-12 16:00:00,2,5,76,281,19.06,8.02,False,Winter
282,2022-01-12 17:00:00,4,3,14,282,6.73,19.75,False,Summer
283,2022-01-12 18:00:00,1,1,42,283,17.43,77.36,True,Monsoon
284,2022-01-12 19:00:00,2,1,20,284,17.68,84.3,True,Winter
285,2022-01-12 20:00:00,2,5,4,285,7.33,62.15,True,Winter
286,2022-01-12 21:00:00,2,4,11,286,2.12,64.8,True,Autumn
287,2022-01-12 22:00:00,2,6,59,287,14.63,3.81,True,Summer
288,2022-01-12 23:00:00,1,3,91,288,6.57,83.02,True,Winter
289,2022-01-13 00:00:00,2,1,85,289,15.77,79.04,False,Monsoon
290,2022-01-13 01:00:00,1,5,62,290,9.13,26.64,False,Winter
291,2022-01-13 02:00:00,3,4,59,291,9.96,71.16,False,Summer
292,2022-01-13 03:00:00,1,6,81,292,15.67,22.27,False,Monsoon
293,2022-01-13 04:00:00,4,1,35,293,7.96,4.99,False,Monsoon
294,2022-01-13 05:00:00,3,2,77,294,9.14,20.91,False,Autumn
295,2022-01-13 06:00:00,1,6,85,295,7.84,18.68,True,Monsoon
296,2022-01-13 07:00:00,1,6,1,296,7.66,34.44,True,Winter
297,2022-01-13 08:00:00,1,5,43,297,10.76,42.43,True,Summer
298,2022-01-13 09:00:00,1,3,6,298,16.27,51.35,True,Monsoon
299,2022-01-13 10:00:00,1,4,84,299,7.55,48.2,True,Winter
300,2022-01-13 11:00:00,1,5,80,300,10.72,27.8,True,Summer
301,2022-01-13 12:00:00,4,1,58,301,13.58,3.89,False,Monsoon
302,2022-01-13 13:00:00,4,5,42,302,5.75,60.91,False,Autumn
303,2022-01-13 14:00:00,4,5,94,303,5.91,40.18,False,Winter
304,2022-01-13 15:00:00,1,1,94,304,18.7,30.57,False,Winter
305,2022-01-13 16:00:00,3,2,73,305,14.61,86.83,False,Autumn
306,2022-01-13 17:00:00,4,4,17,306,11.76,74.93,False,Monsoon
307,2022-01-13 18:00:00,2,6,28,307,13.13,85.92,True,Winter
308,2022-01-13 19:00:00,2,6,7,308,1.07,50.0,True,Winter
309,2022-01-13 20:00:00,1,6,83,309,12.55,13.96,True,Monsoon
310,2022-01-13 21:00:00,3,6,37,310,10.44,69.93,True,Autumn
311,2022-01-13 22:00:00,4,1,42,311,11.14,21.4,True,Monsoon
312,2022-01-13 23:00:00,1,6,8,312,7.51,44.68,True,Summer
313,2022-01-14 00:00:00,3,6,96,313,2.09,7.44,False,Monsoon
314,2022-01-14 01:00:00,2,5,10,314,4.27,82.71,False,Winter
315,2022-01-14 02:00:00,4,5,71,315,19.04,13.47,False,Summer
316,2022-01-14 03:00:00,1,3,78,316,8.47,90.41,False,Summer
317,2022-01-14 04:00:00,1,5,49,317,9.6,86.56,False,Monsoon
318,2022-01-14 05:00:00,3,1,12,318,1.53,46.99,False,Winter
319,2022-01-14 06:00:00,1,3,52,319,1.23,74.69,True,Summer
320,2022-01-14 07:00:00,1,5,33,320,14.49,62.33,True,Autumn
321,2022-01-14 08:00:00,4,1,23,321,10.99,80.5,True,Winter
322,2022-01-14 09:00:00,2,4,31,322,10.42,43.75,True,Winter
323,2022-01-14 10:00:00,2,4,99,323,5.24,78.8,True,Monsoon
324,2022-01-14 11:00:00,3,5,52,324,15.02,46.78,True,Winter
325,2022-01-14 12:00:00,2,4,12,325,3.78,94.16,False,Autumn
326,2022-01-14 13:00:00,3,5,3,326,4.2,49.15,False,Winter
327,2022-01-14 14:00:00,4,6,27,327,9.48,46.8,False,Autumn
328,2022-01-14 15:00:00,3,3,21,328,6.08,78.72,False,Summer
329,2022-01-14 16:00:00,2,4,50,329,5.33,82.34,False,Monsoon
330,2022-01-14 17:00:00,1,3,100,330,13.08,55.89,False,Winter
331,2022-01-14 18:00:00,4,3,52,331,13.19,18.8,True,Winter
332,2022-01-14 19:00:00,2,3,37,332,16.58,47.31,True,Winter
333,2022-01-14 20:00:00,4,2,83,333,8.65,96.84,True,Autumn
334,2022-01-14 21:00:00,3,1,97,334,1.93,75.55,True,Summer
335,2022-01-14 22:00:00,2,6,84,335,5.84,81.31,True,Monsoon
336,2022-01-14 23:00:00,1,5,20,336,19.61,4.25,True,Autumn
337,2022-01-15 00:00:00,1,6,16,337,12.13,47.32,False,Autumn
338,2022-01-15 01:00:00,1,3,39,338,14.34,65.02,False,Monsoon
339,2022-01-15 02:00:00,1,6,63,339,0.64,83.17,False,Summer
340,2022-01-15 03:00:00,4,5,56,340,10.61,5.88,False,Winter
341,2022-01-15 04:00:00,2,3,95,341,1.23,85.39,False,Winter
342,2022-01-15 05:00:00,1,1,40,342,11.6,55.29,False,Winter
343,2022-01-15 06:00:00,1,6,88,343,18.46,20.53,True,Summer
344,2022-01-15 07:00:00,1,4,78,344,19.38,32.41,True,Autumn
345,2022-01-15 08:00:00,3,5,17,345,11.04,28.91,True,Winter
346,2022-01-15 09:00:00,2,2,46,346,9.43,53.56,True,Autumn
347,2022-01-15 10:00:00,4,5,86,347,18.93,6.12,True,Winter
348,2022-01-15 11:00:00,3,1,13,348,13.64,16.7,True,Autumn
349,2022-01-15 12:00:00,3,6,48,349,1.77,81.46,False,Autumn
350,2022-01-15 13:00:00,4,3,66,350,9.58,14.13,False,Summer
351,2022-01-15 14:00:00,1,6,26,351,5.18,24.11,False,Autumn
352,2022-01-15 15:00:00,1,5,63,352,9.66,45.88,False,Autumn
353,2022-01-15 16:00:00,2,1,58,353,9.38,52.19,False,Summer
354,2022-01-15 17:00:00,1,3,50,354,11.85,76.6,False,Winter
355,2022-01-15 18:00:00,3,4,61,355,7.46,45.29,True,Autumn
356,2022-01-15 19:00:00,3,1,35,356,3.7,79.2,True,Winter
357,2022-01-15 20:00:00,3,2,73,357,10.32,62.22,True,Monsoon
358,2022-01-15 21:00:00,4,5,77,358,16.69,12.2,True,Monsoon
359,2022-01-15 22:00:00,1,1,55,359,13.45,16.48,True,Summer
360,2022-01-15 23:00:00,1,3,12,360,7.1,44.27,True,Monsoon
361,2022-01-16 00:00:00,1,3,97,361,18.74,40.29,False,Autumn
362,2022-01-16 01:00:00,1,2,55,362,18.29,74.61,False,Winter
363,2022-01-16 02:00:00,2,5,48,363,4.58,58.49,False,Summer
364,2022-01-16 03:00:00,2,3,79,364,1.27,39.43,False,Summer
365,2022-01-16 04:00:00,3,3,24,365,14.96,17.91,False,Winter
366,2022-01-16 05:00:00,3,3,56,366,16.64,23.46,False,Winter
367,2022-01-16 06:00:00,4,1,81,367,19.37,57.97,True,Summer
